polygon_id	measurement_date	type	user_reference	recording_givid	mhq_cycle
WVLDEP0061	18058	2190_a	WV_WES_012_2190a_19	IV2023081815500319	1
WVLDEP0065	18058	2190_a	WV_WES_007_2190a_19	IV2023081815530780	1
WVLDEP0067	18058	2190_a	WV_WES_006_2190a_19	IV2023081815562573	1
LIMBRG0182	18059	3160	LI_VZB_006_3160_19	IV2019110515255900	1
LIMZNH0206	18061	3130_na	LI_MLV_022_3130n_19	IV2019110513521363	1
WVLKNO0022	18061	2190_a	WV_ZWI_006_2190a_19	IV2023081816341823	1
WVLKNO0025	18061	2190_a	WV_ZWI_045_2190a_19	IV2024050817072878	1
LIMHLN0163	18064	3150	LI_HAL_003_3150_19	IV2019110513325514	1
ANTLIL0293	18066	3130_aom	AN_LIL_002_3130a_19	IV2019110508240678	1
ANTBSE0132	18067	3130_aom	AN_LIL_004_3130a_19	IV2019110508292047	1
ANTBSE0132	18067	3140	AN_LIL_004_3140_19	IV2019110508334755	1
ANTLIL0303	18067	3130_aom	AN_KDN_005_3130a_19	IV2019103119474811	1
ANTLIL0303	18067	3140	AN_KDN_005_3140_19	IV2019103119511590	1
WVLBRD0077	18067	2190_a	WV_BRE_010_2190a_19	IV2023082110402271	1
WVLDEH0011	18067	2190_a	WV_BDH_006_2190a_19	IV2023082111064698	1
WVLDEH0012	18067	2190_a	WV_BDH_002_2190a_19	IV2023082110410535	1
ANTBCT0028	18068	3160	AN_GSV_007_3160_19	IV2019103119372507	1
LIMMSM0167	18071	3130_aom	LI_VOB_002_3130a_19	IV2019110515035863	1
LIMMSM0167	18071	3160	LI_VOB_002_3160_19	IV2019110515092969	1
LIMHEC0578	18072	3160	LI_VZB_004_3160_19	IV2019110515122209	1
LIMZNH0563	18074	3130_aom	LI_TEU_006_3130a_19	IV2019110514294765	1
LIMZNH0563	18074	3140	LI_TEU_006_3140_19	IV2019110514345308	1
WVLKNO0003	18074	2190_a	WV_ZWI_129_2190a_19	IV2023081815465340	1
WVLKNO0065	18074	2190_a	WV_ZWI_008_2190a_19	IV2023081815325618	1
WVLKNO0388	18074	2190_a	WV_ZWI_157_2190a_19	IV2023081815360660	1
LIMZNH0338	18075	3110	LI_TEU_003_3110_19	IV2019110514072203	1
LIMZNH0338	18075	3160	LI_TEU_003_3160_19	IV2019110514235553	1
WVLDEP0073	18075	2190_a	WV_WES_018_2190a_19	IV2023081815420604	1
ANTBAA0044	18078	3130_na	AN_VVM_005_3130n_19	IV2019110510125707	1
ANTRAV0293	18078	3130_aom	AN_KVD_002_3130a_19	IV2019110508094879	1
ANTRAV0296	18078	3130_aom	AN_RAV_004_3130a_19	IV2019110508522557	1
ANTRAV0296	18078	3160	AN_RAV_004_3160_19	IV2019110509594859	1
WVLMID0089	18078	2190_a	WV_SBE_004_2190a_19	IV2023081716035635	1
WVLMID0135	18078	2190_a	WV_SBE_001_2190a_19	IV2023081815264900	1
LIMLNK0018	18079	3150	LI_MAA_002_3150_19	IV2019110513370240	1
LIMLNK0101	18079	3150	LI_MAA_003_3150_19	IV2019110513444368	1
WVLZNB0856	18079	3130_aom	WV_POB_001_3130a_19	IV2019111309075445	1
ANTHGS0010	18080	3130_aom	AN_ELS_002_3130a_19	IV2019103119325130	1
ANTHGS0029	18080	3130_aom	AN_ELS_001_3130a_19	IV2019103119284977	1
ANTHST0479	18080	3130_aom	AN_HGA_004_3130a_19	IV2019111308423568	1
ANTHUL0218	18080	3130_aom	AN_HGA_005_3130a_19	IV2019111308550924	1
ANTBAL0373	18081	3150	AN_BAV_001_3150_19	IV2019103118004579	1
ANTBAL0505	18081	3150	AN_BAV_002_3150_19	IV2019103119232102	1
WVLKNO0012	18081	2190_a	WV_ZWI_039_2190a_19	IV2023082111100001	1
WVLKNO0265	18081	2190_a	WV_ZWI_013_2190a_19	IV2023082111165074	1
WVLKNO0364	18081	2190_a	WV_ZWI_142_2190a_19	IV2023082111154811	1
VBRSZI0235	18082	3150	VB_VIE_001_3150_19	IV2019111308021358	1
VBRSZI0243	18082	3150	VB_VIE_007_3150_19	IV2019111308155779	1
VBRSZI0401	18082	3150	VB_VIE_003_3150_19	IV2019111308091798	1
VBRSZI0435	18085	3150	VB_VIE_008_3150_19	IV2019111308214272	1
ANTGEE0105	18099	3150	AN_ZEG_001_3150_19	IV2019111308261548	1
ANTGEE0854	18100	3130_aom	AN_NEE_001_3130a_19	IV2019102916124425	1
ANTKAS0515	18100	3130_na	AN_TIK_003_3130n_19	IV2019103117514907	1
ANTLIL0004	18100	3130_aom	AN_LIL_003_3130a_19	IV2019080912374366	1
ANTLIL0004	18100	3140	AN_LIL_003_3140_19	IV2019080912402364	1
LIMHAS0619	18106	3130_aom	LI_MLV_025_3130a_19	IV2019080913310713	1
LIMHAS0619	18106	3130_na	LI_MLV_025_3130n_19	IV2019080913355919	1
LIMHAS0619	18106	3140	LI_MLV_025_3140_19	IV2019080913390919	1
LIMZNH0036	18107	3130_na	LI_MLV_021_3130n_19	IV2019080913060672	1
LIMZNH0065	18107	3130_aom	LI_MLV_020_3130a_19	IV2019080913170487	1
LIMZNH0065	18107	3130_na	LI_MLV_020_3130n_19	IV2019080913204931	1
ANTMOL0152	18109	3130_aom	AN_DIE_001_3130a_19	IV2019080913483666	1
ANTMOL0152	18109	3130_na	AN_DIE_001_3130n_19	IV2019080913523810	1
ANTMOL0152	18109	3140	AN_DIE_001_3140_19	IV2019080913571562	1
ANTMOL0066	18113	3140	AN_MUI_003_3140_19	IV2019080912572674	1
LIMHAS0463	18114	3130_na	LI_MLV_029_3130n_19	IV2019080912525522	1
LIMZNH0432	18114	3130_na	LI_MLV_013_3130n_19	IV2019080912472073	1
ANTMAL0060	18115	3130_aom	AN_WZA_001_3130a_19	IV2019080910510887	1
ANTWUU0140	18117	3130_aom	AN_GSV_008_3130a_19	IV2019080914355110	1
LIMHEC0128	18120	3150	LI_EKS_001_3150_19	IV2019082909514203	1
LIMOVP0232	18120	3150	LI_DOM_001_3150_19	IV2019082909570134	1
ANTMEC0388	18121	3130_na	AN_MEC_001_3130n_19	IV2019102914251364	1
ANTMEC0388	18121	3140	AN_MEC_001_3140_19	IV2019102914171224	1
VBRKAM0021	18121	3140	VB_TOR_003_3140_19	IV2019082910082519	1
LIMGNK0180	18127	3130_na	LI_MAT_017_3130n_19	IV2019082913504693	1
LIMGNK0103	18128	3130_aom	LI_WIK_009_3130a_19	IV2019082910171726	1
LIMGNK0103	18128	3130_na	LI_WIK_009_3130n_19	IV2019082910244478	1
LIMHEC0537	18129	3130_aom	LI_BEG_002_3130a_19	IV2019082913333356	1
LIMGNK0118	18130	3130_na	LI_MAT_015_3130n_19	IV2019082913384667	1
LIMMSK0151	18138	3150	LI_DBR_001_3150_19	IV2019083014270835	1
ANTKAS0213	18142	3130_na	AN_TIE_005_3130n_19	IV2019111413153709	1
LIMGNK0025	18143	3150	LI_MAT_005_3150_19	IV2019102915495051	1
LIMHLN0068	18144	3150	LI_HAL_002_3150_19	IV2019102916072782	1
VBRDIE0220	18144	3150	VB_VDB_002_3150_19	IV2019102916032344	1
VBRKAM0057	18148	3140	VB_TOR_001_3140_19	IV2019102916003956	1
LIMHAS0629	18149	3150	LI_GDL_001_3150_19	IV2019102915313847	1
LIMGNK0142	18152	3130_aom	LI_MAT_010_3130a_19	IV2019102914385814	1
LIMGNK0142	18152	3130_na	LI_MAT_010_3130n_19	IV2019102914495301	1
ANTRIJ0308	18155	3130_aom	AN_DVH_002_3130a_19	IV2019100112164262	1
ANTRIJ0308	18155	3130_na	AN_DVH_002_3130n_19	IV2019100112171755	1
ANTBSE0336	18157	3130_na	AN_HUF_001_3130n_19	IV2019100406581958	1
ANTBSE0338	18157	3130_aom	AN_BLA_003_3130a_19	IV2019100111311608	1
ANTBSE0338	18157	3130_na	AN_BLA_003_3130n_19	IV2019100111354307	1
LIMKIN0231	18159	3150	LI_KES_001_3150_19	IV2019100407101015	1
OVLBLE0018	18162	3140	OV_DON_001_3140_19	IV2019102908040675	1
VBRARS0370	18164	3130_aom	VB_VOR_004_3130a_19	IV2019100112032024	1
VBRARS0370	18164	3140	VB_VOR_004_3140_19	IV2020050408242536	1
VBRARS0370	18164	3150	VB_VOR_004_3150_19	IV2019100112075213	1
LIMHMA0271	18165	3130_aom	LI_ACH_002_3130a_19	IV2019100111453143	1
LIMHMA0271	18165	3140	LI_ACH_002_3140GH_19	IV2019100111490964	1
ANTBRS0178	18166	3130_aom	AN_FOR_001_3130a_19	IV2019100407044021	1
LIMLNK0237	18171	3130_aom	LI_ASP_001_3130a_19	IV2019100407203298	1
LIMLNK0237	18171	3130_na	LI_ASP_001_3130n_19	IV2019100407263017	1
LIMBRE0077	18172	3130_na	LI_KBR_004_3130n_19	IV2019100407370381	1
LIMBRE0285	18176	3130_aom	LI_KBR_003_3130a_20	IV2020100215294974	1
LIMBRE0285	18176	3130_na	LI_KBR_003_3130n_19	IV2020100215212562	1
ANTBSE0215	18177	3130_aom	AN_BLA_002_3130a_19	IV2019102909140237	1
ANTBSE0215	18177	3130_na	AN_BLA_002_3130n_19	IV2019102909351981	1
LIMBRE0283	18183	3130_na	LI_KBR_001_3130n_19	IV2020100611283895	1
ANTSIL0322	18190	3130_aom	AN_RIN_001_3130a_19	IV2019102908381915	1
ANTANT0315	18376	3140	ANTANT0315_3140_20	IV2021012108263313	1
ANTANT0319	18376	3140	ANTANT0319_3140_20	IV2021012108361395	1
OV_TOLYPELLA_001	18379	3140	OV_TOLYPELLA_001_20	IV2021012110522889	1
OV_TOLYPELLA_003	18379	3140	OV_TOLYPELLA_003_20	IV2021012111133577	1
OVLBVN0469	18386	3140	OVLBVN0469_3140_20	IV2021012110314355	1
OV_TOLYPELLA_002	18389	3140	OV_TOLYPELLA_002_20	IV2021012110562812	1
OVLBVN0304	18389	3140	OVLBVN0304_3140_20	IV2021012110124411	1
OVLBVN0468	18389	3140	OVLBVN0468_3140_20	IV2021012110252804	1
OVLBVN0471	18389	3140	OVLBVN0471_3140_20	IV2021012110391842	1
OV_TOLYPELLA_004	18390	3140	OV_TOLYPELLA_004_20	IV2021012111164782	1
OVLBVN0053	18390	3140	OVLBVN0053_3140_20	IV2021012109232895	1
OVLBVN0180	18390	3140	OVLBVN0180_3140_20	IV2021012109315303	1
OVLBVN0184	18390	3140	OVLBVN0184_3140_20	IV2021012109360592	1
OVLBVN0197	18390	3140	OVLBVN0197_3140_20	IV2021012109393203	1
OVLBVN0213	18390	3140	OVLBVN0213_3140_20	IV2021012109435359	1
OVLBVN0217	18390	3140	OVLBVN0217_3140_20	IV2021012109480309	1
OVLBVN0228	18390	3140	OVLBVN0228_3140_20	IV2021012109560765	1
ANTBRM0350	18394	3140	ANTBRM0350_3140_20	IV2021012109195068	1
WVLKNO0102	18394	3140	WVLKNO0102_3140_20	IV2021012111201466	1
WVLKNO0106	18394	3140	WVLKNO0106_3140_20	IV2021012609022545	1
WVLKNO0352	18394	3140	WVLKNO0352_3140_20	IV2021012609062577	1
OVLBVN0301	18395	3140	OVLBVN0301_3140_20	IV2021012110001562	1
OVLBVN0302	18395	3140	OVLBVN0302_3140_20	IV2021012110042409	1
OVLBVN0305	18395	3140	OVLBVN0305_3140_20	IV2021012110182559	1
OVLSTL0322	18404	3140	OVLSTL0322_3140_20	IV2021012110431747	1
LIMLNK0167	18416	3160	LI_ZPB_001_3160_20	IV2021012910413902	1
OVLBVN0470	18420	3140	OVLBVN0470_3140_20	IV2021012110344274	1
WVLKNO0022	18435	2190_a	WV_ZWI_006_2190a_20	IV2024103113012908	1
WVLKNO0058	18435	2190_a	WV_ZWI_040_2190a_20	IV2024050817180034	1
WVLKNO0365	18438	2190_a	WV_ZWI_149_2190a_20	IV2024050816160732	1
WVLDEH0220	18442	2190_a	WV_BDH_008_2190a_20	IV2024050616295201	1
WVLDEP0070	18445	2190_a	WV_WES_038_2190a_20	IV2024050817505134	1
WVLDIK0136	18470	3150	WV_BLA_001_3150_20	IV2021012015494957	1
WVLDIK1027	18470	3150	WV_BLA_002_3150_20	IV2021012509411883	1
LIMDPB0311	18472	3150	LI_LAN_005_3150_20	IV2020100611450996	1
LIMHHE0330	18478	3130_aom	LI_THD_004_3130a_20	IV2020100710090942	1
LIMHHE0114	18486	3130_aom	LI_RDP_001_3130a_20	IV2020092915410663	1
LIMHHE0114	18486	3130_na	LI_RDP_001_3130n_20	IV2020092915332513	1
LIMDST0215	18488	3160	LI_HEU_004_3160_20	IV2020100110560092	1
OVLLOK0354	18491	3150	OV_MOL_002_3150_20	IV2020100111171473	1
WVLDAM0090	18498	3150	WV_DAM_001_3150_20	IV2021020111343108	1
WVLKNO0205	18498	2190_a	WV_ZWI_060_2190a_20	IV2024050817015004	1
ANTZAN0122	18499	3130_na	AN_PUL_001_3130n_20	IV2021051715543392	1
ANTZAN0122	18499	3150	AN_PUL_001_3150_20	IV2021051715363885	1
ANTZAN0176	18499	3150	AN_PUL_002_3150_20	IV2020102007565094	1
ANTZAN0175	18500	3130_na	AN_PUL_003_3130n_20	IV2020102007454335	1
ANTZAN0175	18500	3150	AN_PUL_003_3150_20	IV2020102007502215	1
LIMHHE0285	18505	3150	LI_LBV_004_3015_20	IV2021032912422026	1
WVLBLA0206	18506	2190_a	WV_ZEB_001_2190a_20	IV2024050817361534	1
LIMOPG0016	18507	3160	LI_OPH_004_3160_20	IV2020100710152417	1
LIMHHE0286	18512	3130_aom	LI_LBV_001_3130a_20	IV2021031216023741	1
LIMHHE0286	18512	3130_na	LI_LBV_001_3130na_20	IV2021031216272618	1
ANTMOL0143	18520	3130_aom	AN_DIE_002_3130a_20	IV2020092215474759	1
ANTMOL0143	18520	3130_na	AN_DIE_002_3130n_20	IV2020092215333351	1
ANTMOL0143	18520	3140	AN_DIE_002_3140_20	IV2020092215565805	1
ANTMOL0143	18520	3150	AN_DIE_002_3150_20	IV2020092216074114	1
ANTMEC0180	18521	3140	AN_WKV_001_3140_2020	IV2021040616143271	1
ANTMOL0068	18551	3130_aom	AN_MOL_004_3130a_20	IV2020101917263372	1
ANTMOL0068	18551	3140	AN_MOL_004_3140_20	IV2020101917311734	1
OVLBVN0202	18794	3140	OVLBVN0202_3140_21	IV2022012514502036	1
OVLBVN0430	18799	3140	OVLBVN0430_3140_21	IV2022012515193464	1
OVLBVN0235	18803	3140	OVLBVN0235_3140_21	IV2022012514291966	1
OVLBVN0679	18806	3140	OVLBVN0679_3140_21	IV2022012516494181	1
OVLBVN0680	18807	3140	OVLBVN0680_3140_21	IV2022012515390379	1
LIMDST0108	18808	3110	LI_HEU_001_3110_21	IV2021102812230455	1
LIMDST0108	18808	3130_aom	LI_HEU_001_3130a_21	IV2021102812130840	1
LIMDST0108	18808	3130_na	LI_HEU_001_3130n_21	IV2021102811575679	1
WVLHOU0552	18841	3130_aom	WV_MDH_003_3130a_21	IV2021102616213333	1
WVLHOU0561	18841	3130_aom	WV_MDH_001_3130a_21	IV2021102616120779	1
LIMKIN0235	18864	3150	LI_VBR_001_3150_21	IV2021102616292567	1
ANTBSE0159	18908	3130_aom	AN_BEE_005_3130a_21	IV2021102616572165	1
ANTBSE0159	18908	3130_na	AN_BEE_005_3130n_21	IV2021102616510246	1
ANTBSE0227	18908	3130_aom	AN_BEE_002_3130a_21	IV2021102616452377	1
ANTBSE0399	18908	3130_aom	AN_BEE_004_3130a_21	IV2021102616365243	1
OVLBVN0466	19134	3140	OV_LIO_001_3140_20	IV2024121809142613	2
LIMDST0108	19170	3110	LI_HEU_001_3110_22	IV2024011617081713	2
LIMDST0108	19170	3130_aom	LI_HEU_001_3130a_22	IV2022062815495429	2
LIMDST0108	19170	3130_na	LI_HEU_001_3130n_22	IV2024011710122457	2
OVLGNT0817	19178	3140	OVLGNT0817_3140_22	IV2025020510013881	1
ANTTUR0046	19202	3130_aom	ANTTUR0046_3130a_22	IV2023022217015420	2
ANTTUR0046	19202	3130_na	ANTTUR0046_3130n_22	IV2023022217143446	2
ANTBCT0572	19208	3130_na	AN_KOO_001_3130n_22	IV2025111908561648	2
ANTMAL0275	19208	3130_aom	AN_DVH_010_3130a_22	IV2025112108364078	2
ANTMAL0275	19208	3130_na	AN_DVH_010_3130n_22	IV2025112108444415	1
WVLHAR0329	19222	3140	WVLHAR0329_3140_22	IV2025020511155513	2
WVLHAR0329	19222	3150	WVLHAR0329_3150_22	IV2025020511071869	2
ANTRAV0230	19235	3130_aom	ANTRAV0230_3130a_22	IV2023013118230580	2
ANTRAV0230	19235	3130_na	ANTRAV0230_3130n_22	IV2023013116521794	2
ANTTUR0305	19237	3130_aom	ANTTUR0305_3130a_22	IV2023011815411225	2
ANTMRK0177	19240	3130_aom	ANTMRK0177_3130a_22	IV2023011816353523	2
ANTMRK0177	19240	3130_na	ANTMRK0177_3130n_22	IV2023011817014307	2
ANTTUR0287	19240	3130_aom	ANTTUR0287_3130a_22	IV2023013118450570	2
ANTTUR0287	19240	3130_na	ANTTUR0287_3130n_22	IV2023013119020620	2
ANTTUR0079	19241	3130_aom	ANTTUR0079_3130a_22	IV2023013118354057	2
ANTTUR0296	19250	3110	ANTTUR0296_3110_22	IV2023021917223249	2
ANTTUR0296	19250	3130_aom	ANTTUR0296_3130a_22	IV2023021916583657	2
ANTTUR0296	19250	3130_na	ANTTUR0296_3130n_22	IV2023021917120566	2
ANTTUR0018	19258	3130_aom	ANTTUR0018_3130a_22	IV2023021918121597	2
ANTTUR0018	19258	3160	ANTTUR0018_3160_22	IV2023021918271743	2
ANTTUR0065	19270	3130_aom	ANTTUR0065_3130a_22	IV2023022021291831	2
ANTTUR0065	19270	3130_na	ANTTUR0065_3130n_22	IV2023022021382910	2
ANTTUR0277	19270	3130_na	ANTTUR0277_3130n_22	IV2023022016531973	2
ANTTUR0301	19275	3130_aom	ANTTUR0301_3130a_22	IV2023022014013448	2
ANTTUR0301	19275	3130_na	ANTTUR0301_3130n_22	IV2023022014152316	2
ANTTUR0301	19275	3160	ANTTUR0301_3160_22	IV2023022014281696	2
ANTTUR0304	19276	3130_aom	ANTTUR0304_3130a_22	IV2023022012171902	2
ANTTUR0304	19276	3130_na	ANTTUR0304_3130n_22	IV2023022012290846	2
ANTTUR0292	19520	3130_aom	ANTTUR0292_3130a_23	IV2023080815234865	2
ANTTUR0022	19523	3160	ANTTUR0022_3160_23	IV2023080114445290	2
ANTTUR0282	19524	3130_aom	ANTTUR0282_3130a_23	IV2023080416412548	2
ANTTUR0257	19535	3130_aom	ANTTUR0257_3130a_23	IV2023080815183867	2
ANTTUR0295	19538	3130_aom	ANTTUR0295_3130a_23	IV2023080415543240	2
ANTTUR0270	19541	3130_aom	ANTTUR0270_3130a_23	IV2023080114160589	2
ANTTUR0273	19542	3130_aom	ANTTUR0273_3130a_23	IV2023080114033170	2
ANTRAV0122	19548	3130_aom	ANTRAV0122_3130a_23	IV2023080111442513	2
ANTTUR0077	19550	3130_aom	ANTTUR0077_3130a_23	IV2023081715093855	2
ANTTUR0022	19553	3130_aom	ANTTUR0022_3130a_23	IV2023080114302616	2
ANTOTH0306	19556	3130_aom	ANTOTH0306_3130a_23	IV2023080814421597	2
ANTTUR0299	19556	3130_aom	ANTTUR0299_3130a_23	IV2023080416335934	2
ANTTUR0082	19557	3130_aom	ANTTUR0082_3130a_23	IV2023080814544190	2
ANTTUR0300	19557	3130_aom	ANTTUR0300_3130a_23	IV2023080416151193	2
ANTTUR0302	19557	3130_aom	ANTTUR0302_3130a_23	IV2023080115000115	2
ANTTUR0302	19557	3130_na	ANTTUR0302_3130n_23	IV2023080113480207	2
ANTRAV0134	19564	3130_aom	ANTRAV0134_3130a_23	IV2023080814565876	2
ANTRAV0208	19564	3130_aom	ANTRAV0208_3130a_23	IV2023080416235938	2
ANTRAV0293	19564	3130_aom	ANTRAV0293_3130a_23	IV2023080416161818	2
VBRZOU0028	19578	3150	VBRZOU0028_3150_23	IV2024011111212549	2
VBRZOU0212	19578	3150	VBRZOU0212_3150_23	IV2024011214271339	2
ANTKAL0289	19579	3130_aom	ANTKAL0289_3130a_23	IV2023082413423805	2
ANTKAL0306	19579	3130_aom	ANTKAL0306_3130a_23	IV2023082413413921	2
ANTKAL0344	19594	3130_aom	ANTKAL0344_3130a_23	IV2023083109032178	2
ANTKAL0344	19594	3160	ANTKAL0344_3160_23	IV2023083109223750	2
ANTKAL0492	19613	3130_aom	ANTKAL0492_3130a_23	IV2024120415205432	2
ANTKAL0492	19613	3160	ANTKAL0492_3160_23	IV2024120415323809	2
ANTRAV0052	19620	3130_aom	ANTRAV0052_3130a_23	IV2024011713062687	2
ANTRAV0052	19620	3130_na	ANTRAV0052_3130n_23	IV2024011716321225	2
LIMHHE0002	19628	3130_aom	LIMHHE0002_3130a_23	IV2023112914101130	2
LIMHHE0002	19628	3160	LIMHHE0002_3160_23	IV2023112914403467	2
ANTRAV0211	19632	3110	ANTRAV0211_3110_23	IV2024011615375072	2
ANTRAV0211	19632	3130_aom	ANTRAV0211_3130a_23	IV2024011616134474	2
ANTRAV0211	19632	3130_na	ANTRAV0211_3130n_23	IV2024011616290864	2
ANTOTH0324	19639	3130_aom	ANTOTH0324_3130a_23	IV2024120416361179	2
ANTOTH0271	19641	3160	ANTOTH0271_3160_23	IV2024120416170638	2
LIMZNH0446	19886	3130_aom	LIMZNH0446_3130a_24	IV2024120314123342	2
LIMZNH0446	19886	3130_na	LIMZNH0446_3130n_24	IV2024120314351026	2
ANTBAL0396	19888	3150	ANTBAL0396_3150_24	IV2024120512114733	2
ANTBAL0592	19888	3150	ANTBAL0592_3150_24	IV2024120512353957	2
ANTBAL0595	19888	3150	ANTBAL0595_3150_24	IV2024120513293756	2
OVLBVN0464	19899	3140	OVLBVN0464_3140_24	IV2024120615501766	2
ANTRAV0014	19905	3130_aom	ANTRAV0014_3130a_24	IV2024093016260718	2
ANTKAL0330	19906	3130_aom	ANTKAL0330_3130a_24	IV2024100111155960	2
ANTKAL0330	19906	3160	ANTKAL0330_3160_24	IV2024100111090608	2
ANTKAL0356	19906	3130_aom	ANTKAL0356_3130a_24	IV2024100117541666	2
ANTKAL0356	19906	3160	ANTKAL0356_3160_24	IV2024100117462140	2
ANTKAL0478	19907	3160	ANTKAL0478_3160_24	IV2024100916453628	2
LIMGNK0064	19908	3150	LIMGNK0064_3150_24	IV2024101009350936	2
LIMZNH0379	19908	3110	LIMZNH0379_3110_24	IV2024101009301586	2
LIMZNH0379	19908	3130_aom	LIMZNH0379_3130a_24	IV2024101009270487	2
LIMZNH0379	19908	3160	LIMZNH0379_3160_24	IV2024101009231913	2
LIMZNH0563	19908	3130_aom	LIMZNH0563_3130a_24	IV2024101008314167	2
LIMZNH0563	19908	3140	LIMZNH0563_3140_24	IV2024101008380195	2
ANTLIL0230	19909	3130_aom	ANTLIL0230_3130a_24	IV2024101008251601	2
ANTKAL0004	19912	3160	ANTKAL0004_3160_24	IV2024101010441028	2
ANTKAL0123	19912	3160	ANTKAL0123_3160_24	IV2024101015582200	2
ANTMOL0092	19912	3130_aom	ANTMOL0092_3130a_24	IV2024120416172354	2
ANTMOL0092	19912	3130_na	ANTMOL0092_3130n_24	IV2024120415554368	2
ANTMOL0092	19912	3150	ANTMOL0092_3150_24	IV2024120416303103	2
LIMZNH0338	19914	3110	LIMZNH0338_3110_24	IV2024101016063497	2
LIMZNH0338	19914	3160	LIMZNH0338_3160_24	IV2024101016224661	2
LIMZNH0619	19914	3130_aom	LIMZNH0619_3130a_24	IV2024101107401086	2
LIMDST0108	19919	3110	LIMDST0108_3110_24	IV2024101108161509	2
LIMDST0108	19919	3130_aom	LIMDST0108_3130a_24	IV2024101108265001	2
LIMDST0108	19919	3130_na	LIMDST0108_3130n_24	IV2024101108222189	2
ANTKAL0019	19921	3160	ANTKAL0019_3160_24	IV2024101409542202	2
ANTKAL0284	19921	3160	ANTKAL0284_3160_24	IV2024101408050323	2
ANTKAL0001	19922	3160	ANTKAL0001_3160_24	IV2024101411311396	2
ANTKAL0021	19922	3160	ANTKAL0021_3160_24	IV2024101411070526	2
LIMZNH0150	19926	3130_aom	LIMZNH0150_3130a_24	IV2024101413215183	2
LIMZNH0150	19926	3130_na	LIMZNH0150_3130n_24	IV2024101413031672	2
ANTKAL0288	19928	3160	ANTKAL0288_3160_24	IV2024101807292581	2
ANTKAL0383	19928	3160	ANTKAL0383_3160_24	IV2024101809401953	2
OVLMOE0016	19928	3150	OVLMOE0016_3150_24	IV2024120511231676	2
ANTKAL0387	19929	3160	ANTKAL0387_3160_24	IV2024101413430988	2
ANTTUR0348	19930	3130_aom	ANTTUR0348_3130a_24	IV2024101715543169	2
LIMZUT0080	19940	3130_aom	LIMZUT0080_3130a_24	IV2024120317370208	2
ANTMOL0089	19951	3130_aom	ANTMOL0089_3130a_24	IV2024101810110298	2
LIMBRE0073	19954	3130_na	LIMBRE0073_3130n_24	IV2024101810330737	2
LIMBRE0073	19954	3150	LIMBRE0073_3150_24	IV2024101810420614	2
LIMMSK0444	19954	3130_aom	LIMMSK0444_3130a_24	IV2024101810484847	2
ANTKAS0463	19955	3130_aom	ANTKAS0463_3130a_24	IV2024101811014113	2
ANTKAS0463	19955	3160	ANTKAS0463_3160_24	IV2024101810573793	2
ANTKAL0385	19956	3160	ANTKAL0385_3160_24	IV2024120415492353	2
ANTKAL0386b	19956	3130_aom	ANTKAL0386b_3130a_24	IV2024120511541167	2
ANTKAL0386b	19956	3160	ANTKAL0386b_3160_24	IV2024120511591169	2
LIMHHE0286	19957	3130_na	LIMHHE0286_3130n_24	IV2024101812524683	2
LIMZNH0043	19957	3130_na	LIMZNH0043_3130n_24	IV2024101812580212	2
LIMZNH0043	19957	3140	LIMZNH0043_3140_24	IV2024101813485494	2
ANTBCT0464	19958	3160	ANTBCT0464_3160_24	IV2024101814121171	2
ANTBCT0525	19958	3160	ANTBCT0525_3160_24	IV2024101814082924	2
ANTBCT0698	19958	3160	ANTBCT0698_3160_24	IV2024101813564711	2
ANTHTS0151	19958	3130_aom	ANTHTS0151_3130a_24	IV2024120315580665	2
ANTHTS0151	19958	3160	ANTHTS0151_3160_24	IV2024120316140532	2
ANTKAS0616	19958	3160	ANTKAS0616_3160_24	IV2024120317285656	2
ANTKAL0233	19961	3160	ANTKAL0233_3160_24	IV2024120514543681	2
ANTKAL0235	19961	3160	ANTKAL0235_3160_24	IV2024120514454832	2
ANTMEC0388	19961	3130_na	ANTMEC0388_3130n_24	IV2024102107481869	2
ANTMEC0388	19961	3140	ANTMEC0388_3140_24	IV2024102108005683	2
ANTANT0480	19963	3140	ANTANT0480_3140_24	IV2024102108121045	2
ANTMOL0747	19964	3130_aom	ANTMOL0747_3130a_24	IV2024102109520408	2
ANTMOL0747	19964	3140	ANTMOL0747_3140_24	IV2024112010420092	2
ANTBAA0044	19965	3130_aom	ANTBAA0044_3130a_24	IV2024102111335446	2
ANTBAA0048	19965	3130_aom	ANTBAA0048_3130a_24	IV2024102113043866	2
ANTBAA0048	19965	3130_na	ANTBAA0048_3130n_24	IV2024102113082142	2
ANTBAA0048	19965	3140	ANTBAA0048_3140_24	IV2024102113110695	2
OVLBVN0461	19965	3140	OVLBVN0461_3140_24	IV2024120508334531	2
OVLBVN0463	19965	3140	OVLBVN0463_3140_24	IV2024120509335207	2
ANTKAL0386a	19968	3130_aom	ANTKAL0386a_3130a_24	IV2024102113193779	2
ANTKAL0386a	19968	3160	ANTKAL0386a_3160_24	IV2024102113232608	2
LIMGNK0062	19969	3130_aom	LIMGNK0062_3130a_24	IV2024102115133564	2
LIMGNK0062	19969	3130_na	LIMGNK0062_3130n_24	IV2024102115013502	2
LIMGNK0182	19969	3130_na	LIMGNK0182_3130n_24	IV2024102115233855	2
ANTKAS0501	19970	3130_aom	ANTKAS0501_3130a_24	IV2024102116015327	2
