fieldwork_team	point_code	type	measurement_date	db_ref	survey	user_reference	recording_givid
anb	45526_1	106	16658	45526	anb_c1	NA	NA
inbo	798133_1	10	16658	798133	NA	798133	circle: IV2017011215302636; square: IV2017011215475751
inbo	331445_2	4	16659	331445	NA	331445	circle: IV2017010616530182; square: IV2017010617002129
inbo	736949_2	10	16659	736949	NA	736949	circle: IV2017010617095027; square: IV2017010617191621
inbo	1195701_1	4	16660	1195701	NA	1195701	circle: IV2017010618292802; square: IV2017010618363706
inbo	212661_2	10	16660	212661	NA	212661	circle: IV2017010617282387; square: IV2017010617362713
inbo	409269_1	4	16661	409269	NA	409269	circle: IV2017010618405531; square: IV2017010618503780
inbo	540341_1	10	16661	540341	NA	540341	circle: IV2017010618124978; square: IV2017010618211064
inbo	1004470_1	80	16665	1004470	NA	1004470	circle: IV2017022111173825; square: IV2017022111183354
inbo	414646_1	52	16665	414646	NA	414646	circle: IV2017022013575286; square: IV2017022014150360
inbo	996278_1	80	16665	996278	NA	996278	circle: IV2017022111070389; square: IV2017022111075784
inbo	695297_2	10	16666	695297	NA	695297	circle: IV2017011215545335; square: IV2017011216070022
inbo	801793_2	10	16666	801793	NA	801793	circle: IV2017010617430082; square: IV2017010618013747
inbo	1117877_1	10	16667	1117877	NA	1117877	circle: IV2017010616345212; square: IV2017010616415877
inbo	472065_1	10	16671	472065	NA	472065	circle: IV2017010613314127; square: IV2017010613424129
inbo	996353_2	10	16671	996353	NA	996353	circle: IV2017010612172361; square: IV2017010612593713
anb	91510_1	26	16687	91510	anb_c1	NA	NA
anb	13686_1	39	16688	13686	anb_c1	NA	NA
inbo	1749942_2	80	16695	1749942	NA	1749942	circle: IV2017021712024375; square: IV2017021712152647
inbo	2225078_2	80	16696	2225078	NA	2225078	circle: IV2017021716580390; square: IV2017021717285026
inbo	702674_1	82	16696	702674	NA	702674	circle: IV2017021712211026; square: IV2017021712361732
inbo	1635254_1	80	16699	1635254	NA	1635254	circle: IV2017021716250537; square: IV2017021716440979
inbo	3219382_2	80	16699	3219382	NA	3219382	circle: IV2017021710412000; square: IV2017021710534965
inbo	3732406_2	80	16699	3732406	NA	3732406	circle: IV2017021712570028; square: IV2017021713122588
anb	35090_1	38	16702	35090	anb_c1	NA	NA
anb	258390_2	63	16752	258390	anb_c1	NA	NA
anb	201689_1	103	16820	201689	anb_c1	NA	NA
anb	165913_2	103	16932	165913	anb_c1	NA	NA
anb	143382_1	63	16951	143382	anb_c1	NA	NA
anb	20217_1	63	16952	20217	anb_c1	NA	NA
anb	968217_1	64	16953	968217	anb_c1	NA	NA
anb	78294_2	63	16955	78294	anb_c1	NA	NA
anb	100297_2	63	16959	100297	anb_c1	NA	NA
anb	1971474_1	66	16960	1971474	anb_c1	NA	NA
inbo	2839602_2	55	16960	2839602	NA	2839602	circle: IV2017022316243012; square: IV2017022318064503
anb	863169_2	63	16960	863169	anb_c1	NA	NA
inbo	10766985_2	55	16961	10766985	NA	10766985	circle: IV2017020309560065; square: IV2017020310250354
anb	1905938_2	66	16961	1905938	anb_c1	NA	NA
anb	4003090_1	66	16961	4003090	anb_c1	NA	NA
anb	636561_2	66	16961	636561	anb_c1	NA	NA
anb	845457_1	64	16961	845457	anb_c1	NA	NA
anb	980625_2	66	16961	980625	anb_c1	NA	NA
anb	2233618_2	66	16962	2233618	anb_c1	NA	NA
anb	2954514_2	66	16962	2954514	anb_c1	NA	NA
inbo	4390190_1	56	16962	4390190	NA	4390190	circle: IV2017012715235876; square: IV2017012715472176
anb	118441_1	63	16965	118441	anb_c1	NA	NA
anb	1119506_2	66	16966	1119506	anb_c1	NA	NA
anb	2495762_2	66	16966	2495762	anb_c1	NA	NA
anb	136466_3	66	16967	136466	anb_c1	NA	NA
anb	327153_2	64	16967	327153	anb_c1	NA	NA
inbo	2479154_2	55	16968	2479154	NA	2479154	circle: IV2017022414255992; square: IV2017022414402631
anb	46662_2	63	16968	46662	anb_c1	NA	NA
inbo	742450_2	55	16968	742450	NA	742450	circle: IV2017022410260914; square: IV2017022410371769
anb	220786_2	65	16969	220786	anb_c1	NA	NA
inbo	4026418_2	55	16970	4026418	NA	4026418	circle: IV2017021716013587; square: IV2017021717085050
inbo	1436718_2	51	16972	1436718	NA	1436718	circle: IV2017012713261758; square: IV2017012714021766
inbo	2334002_1	55	16972	2334002	NA	2334002	circle: IV2017022413245704; square: IV2017022413445592
anb	1269030_2	65	16973	1269030	anb_c1	NA	NA
anb	1793318_2	65	16974	1793318	anb_c1	NA	NA
anb	744742_2	65	16974	744742	anb_c1	NA	NA
anb	870694_2	65	16974	870694	anb_c1	NA	NA
anb	608550_2	63	16975	608550	anb_c1	NA	NA
anb	576033_2	63	16976	576033	anb_c1	NA	NA
inbo	201006_2	52	16979	201006	NA	201006	circle: IV2017012010235498; square: IV2017012011231757
inbo	530734_1	52	16979	530734	NA	530734	circle: IV2017010511460749; square: IV2017010512181008
inbo	842030_1	52	16979	842030	NA	842030	circle: IV2017010510420097; square: IV2017010511152189
inbo	398529_2	55	16980	398529	NA	398529	circle: IV2017020312255416; square: IV2017020313004098
inbo	143602_2	55	16983	143602	NA	143602	circle: IV2017022415170190; square: IV2017022415353736
inbo	2160774_2	55	16988	2160774	NA	2160774	circle: IV2017022310474384; square: IV2017022315312444
inbo	5783154_2	55	16994	5783154	NA	5783154	circle: IV2017022012400428; square: IV2017022013121858
inbo	2552882_2	55	16995	2552882	NA	2552882	circle: IV2017021521415567; square: IV2017021521571275
inbo	2371634_2	55	17000	2371634	NA	2371634	circle: IV2017022009530029; square: IV2017022010250767
inbo	1150886_2	51	17001	1150886	NA	1150886	circle: IV2017012615432844; square: IV2017012620054742
inbo	1216422_1	51	17001	1216422	NA	1216422	circle: IV2017012620463014; square: IV2017012620573892
inbo	1583446_1	55	17001	1583446	NA	1583446	circle: IV2017022011083153; square: IV2017022011205318
inbo	2133734_1	51	17008	2133734	NA	2133734	circle: IV2017011915010675; square: IV2017011916185487
inbo	3777298_1	55	17009	3777298	NA	3777298	circle: IV2017021512174228; square: IV2017021513172295
inbo	1062930_1	55	17010	1062930	NA	1062930	circle: IV2017021415534916; square: IV2017021416154407
inbo	323154_2	52	17011	323154	NA	323154	circle: IV2017011212263384; square: IV2017011215122813
inbo	540658_2	52	17011	540658	NA	540658	circle: IV2017011814163232; square: IV2017011816230130
inbo	721906_1	50	17011	721906	NA	721906	circle: IV2017011813083530; square: IV2017011813535331
inbo	1884126_2	51	17015	1884126	NA	1884126	circle: IV2017021417070556; square: IV2017021417294457
inbo	781906_2	52	17016	781906	NA	781906	circle: IV2017011312251730; square: IV2017011812094287
inbo	1474526_2	51	17017	1474526	NA	1474526	circle: IV2017021416262329; square: IV2017021416585251
inbo	423762_2	50	17030	423762	NA	423762	circle: IV2017010611111454; square: IV2017010613221989
inbo	141010_1	50	17031	141010	NA	141010	circle: IV2017012521020429; square: IV2017012521104081
inbo	220882_1	50	17031	220882	NA	220882	circle: IV2017012611170830; square: IV2017012611360478
inbo	583378_1	50	17031	583378	NA	583378	circle: IV2017011916524752; square: IV2017011919322195
inbo	59090_1	50	17031	59090	NA	59090	circle: IV2017012522043706; square: IV2017012522232265
inbo	648914_1	50	17031	648914	NA	648914	circle: IV2017012613411763; square: IV2017012613530004
inbo	745170_1	50	17031	745170	NA	745170	circle: IV2017012312301685; square: IV2017012312531726
inbo	89810_1	50	17031	89810	NA	89810	circle: IV2017012613001528; square: IV2017012613170767
inbo	487606_1	51	17032	487606	NA	487606	circle: IV2017020211023566; square: IV2017020211373000
inbo	606390_1	52	17032	606390	NA	606390	circle: IV2017020211533870; square: IV2017020212290721
inbo	1711014_1	50	17036	1711014	NA	1711014	circle: IV2017020116071546; square: IV2017020120160542
inbo	3276198_2	51	17036	3276198	NA	3276198	circle: IV2017020121010797; square: IV2017020121221303
inbo	1346134_2	55	17037	1346134	NA	1346134	circle: IV2017021416061568; square: IV2017021416161173
inbo	979286_2	51	17037	979286	NA	979286	circle: IV2017021415415208; square: IV2017021415590760
inbo	1115122_2	52	17038	1115122	NA	1115122	circle: IV2017013013460448; square: IV2017013015085454
inbo	340978_1	52	17038	340978	NA	340978	circle: IV2017013110020007; square: IV2017020111393906
inbo	498886_2	55	17038	498886	NA	498886	circle: IV2017021413520341; square: IV2017021414091295
inbo	619506_1	50	17038	619506	NA	619506	circle: IV2017013015545827; square: IV2017013016040477
inbo	654598_2	50	17038	654598	NA	654598	circle: IV2017021414213854; square: IV2017021414350820
inbo	2173889_2	55	17043	2173889	NA	2173889	circle: IV2017020308164723; square: IV2017020308555607
inbo	315329_1	50	17043	315329	NA	315329	circle: IV2017012015481765; square: IV2017012016215306
inbo	4008897_2	55	17043	4008897	NA	4008897	circle: IV2017020309175600; square: IV2017020309320429
inbo	300649_1	51	17044	300649	NA	300649	circle: IV2017012016374726; square: IV2017012016550624
inbo	1436882_2	51	17046	1436882	NA	1436882	circle: IV2017011816484258; square: IV2017011817212208
inbo	1566033_2	51	17049	1566033	NA	1566033	circle: IV2017012709211647; square: IV2017012709294069
inbo	58433_2	52	17049	58433	NA	58433	circle: IV2017012712420281; square: IV2017012713022515
inbo	116950_1	50	17050	116950	NA	116950	circle: IV2017012013020416; square: IV2017012013095674
inbo	379094_1	50	17050	379094	NA	379094	circle: IV2017012012273378; square: IV2017012012433410
inbo	641238_1	50	17050	641238	NA	641238	circle: IV2017012013475483; square: IV2017012013585970
inbo	19510_2	52	17052	19510	NA	19510	circle: IV2017010616490548; square: IV2017010617551993
inbo	627922_2	52	17053	627922	NA	627922	circle: IV2017013011553027; square: IV2017013012265239
inbo	857298_2	52	17053	857298	NA	857298	circle: IV2017013011050597; square: IV2017013011141972
inbo	87250_2	52	17053	87250	NA	87250	circle: IV2017013013060304; square: IV2017013013143717
inbo	2760937_1	55	17056	2760937	NA	2760937	circle: IV2017012716313882; square: IV2017012716564741
inbo	170798_2	82	17057	170798	NA	170798	circle: IV2017020318560367; square: IV2017020319064156
inbo	267986_2	80	17057	267986	NA	267986	circle: IV2017021513174412; square: IV2017021513305863
inbo	482290_1	80	17057	482290	NA	482290	circle: IV2017021513022196; square: IV2017021513104974
inbo	576302_2	52	17057	576302	NA	576302	circle: IV2017012017101191; square: IV2017012017312649
inbo	923346_2	80	17057	923346	NA	923346	circle: IV2017021514080638; square: IV2017021514480221
inbo	282614_2	80	17058	282614	NA	282614	circle: IV2017020318100730; square: IV2017020318234508
inbo	3461110_2	51	17058	3461110	NA	3461110	circle: IV2017012714260737; square: IV2017012715091042
inbo	856054_1	80	17058	856054	NA	856054	circle: IV2017020318315989; square: IV2017020318480754
anb	1003230_1	26	17059	1003230	anb_c1	NA	NA
inbo	103094_2	80	17059	103094	NA	103094	circle: IV2017021515592266; square: IV2017021516075256
inbo	271030_1	80	17059	271030	NA	271030	circle: IV2017021515354295; square: IV2017021515505552
inbo	908981_1	10	17059	908981	NA	908981	circle: IV2017010609200485; square: IV2017010609352959
inbo	23086_1	82	17063	23086	NA	23086	circle: IV2017012711062779; square: IV2017012711193298
anb	504542_1	24	17063	504542	anb_c1	NA	NA
inbo	743982_1	51	17063	743982	NA	743982	circle: IV2017012711292443; square: IV2017012711431363
inbo	753630_2	51	17063	753630	NA	753630	circle: IV2017021414444810; square: IV2017021415171476
anb	963294_1	26	17063	963294	anb_c1	NA	NA
inbo	1013294_2	80	17064	1013294	NA	1013294	circle: IV2017020813265807; square: IV2017020813570832
inbo	1087350_2	80	17064	1087350	NA	1087350	circle: IV2017021710141595; square: IV2017021710262223
inbo	696182_1	80	17064	696182	NA	696182	circle: IV2017012612213288; square: IV2017012613110316
inbo	959958_1	82	17064	959958	NA	959958	circle: IV2017021516164241; square: IV2017021516261649
inbo	518902_2	80	17065	518902	NA	518902	circle: IV2017020814143501; square: IV2017020814462786
inbo	419538_1	82	17067	419538	NA	419538	circle: IV2017021514542213; square: IV2017021515052872
anb	9262_1	92	17067	9262	anb_c1	NA	NA
anb	91410_1	39	17071	91410	anb_c1	NA	NA
anb	579958_2	24	17072	579958	anb_c1	NA	NA
anb	714230_1	26	17072	714230	anb_c1	NA	NA
inbo	943826_1	82	17072	943826	NA	943826	circle: IV2017021515123500; square: IV2017021515263591
anb	976246_2	24	17072	976246	anb_c1	NA	NA
anb	583030_1	26	17073	583030	anb_c1	NA	NA
anb	648566_1	26	17073	648566	anb_c1	NA	NA
anb	877942_2	26	17074	877942	anb_c1	NA	NA
anb	1110750_1	26	17077	1110750	anb_c1	NA	NA
anb	602846_1	26	17077	602846	anb_c1	NA	NA
anb	1076854_1	26	17078	1076854	anb_c1	NA	NA
anb	503414_1	26	17079	503414	anb_c1	NA	NA
anb	656246_2	26	17079	656246	anb_c1	NA	NA
anb	884342_1	26	17079	884342	anb_c1	NA	NA
anb	71902_1	38	17081	71902	anb_c1	NA	NA
inbo	880094_2	82	17081	880094	NA	880094	circle: IV2017021511480087; square: IV2017021512035316
anb	92382_1	39	17081	92382	anb_c1	NA	NA
anb	28126_1	38	17085	28126	anb_c1	NA	NA
anb	124382_1	38	17086	124382	anb_c1	NA	NA
anb	714198_1	26	17088	714198	anb_c1	NA	NA
anb	131806_1	38	17094	131806	anb_c1	NA	NA
anb	33502_1	39	17094	33502	anb_c1	NA	NA
anb	821462_1	26	17095	821462	anb_c1	NA	NA
anb	82222_1	39	17095	82222	anb_c1	NA	NA
anb	125998_1	39	17098	125998	anb_c1	NA	NA
anb	66270_1	38	17099	66270	anb_c1	NA	NA
anb	62141_1	38	17100	62141	anb_c1	NA	NA
anb	11742_1	38	17101	11742	anb_c1	NA	NA
anb	81374_1	38	17101	81374	anb_c1	NA	NA
anb	5422_1	39	17102	5422	anb_c1	NA	NA
anb	127710_1	24	17121	127710	anb_c1	NA	NA
anb	106614_1	38	17122	106614	anb_c1	NA	NA
anb	734_1	38	17123	734	anb_c1	NA	NA
anb	43230_1	38	17126	43230	anb_c1	NA	NA
anb	60894_1	38	17126	60894	anb_c1	NA	NA
anb	82654_1	38	17130	82654	anb_c1	NA	NA
anb	40054_1	38	17133	40054	anb_c1	NA	NA
anb	77278_1	38	17135	77278	anb_c1	NA	NA
anb	95710_1	38	17140	95710	anb_c1	NA	NA
anb	253593_2	103	17269	253593	anb_c1	NA	NA
anb	26393_2	103	17269	26393	anb_c1	NA	NA
anb	4945_2	95	17277	4945	anb_c1	NA	NA
anb	95218_1	39	17283	95218	anb_c1	NA	NA
anb	8217_1	95	17288	8217	anb_c1	NA	NA
inbo	7072966_1	55	17315	7072966	NA	7072966	circle: IV2017120118342938; square: IV2017120118520910
inbo	8121542_1	55	17315	8121542	NA	8121542	circle: IV2017120117561385; square: IV2017120118231406
