"recording_givid";"location_code";"layer_code";"cover_code"
"IV2013071016223985";"Mirabrug - Durmemonding (Durme5)";"KH";"7"
"IV2013071016223985";"Mirabrug - Durmemonding (Durme5)";"STR";"5"
"IV2013071016223985";"Mirabrug - Durmemonding (Durme5)";"TOT";"15"
"IV2013071208481348";"Mirabrug - Durmemonding (Durme5)";"AL";"1"
"IV2013071208481348";"Mirabrug - Durmemonding (Durme5)";"KH";"90"
"IV2013071208481348";"Mirabrug - Durmemonding (Durme5)";"STR";"30"
"IV2013071208481348";"Mirabrug - Durmemonding (Durme5)";"TOT";"95"
"IV2013071208582136";"Mirabrug - Durmemonding (Durme5)";"KH";"80"
"IV2013071208582136";"Mirabrug - Durmemonding (Durme5)";"STR";"10"
"IV2013071208582136";"Mirabrug - Durmemonding (Durme5)";"TOT";"85"
"IV2013071209061777";"Waasmunsterbrug - Mirabrug (Durme4)";"KH";"99"
"IV2013071209061777";"Waasmunsterbrug - Mirabrug (Durme4)";"STR";"75"
"IV2013071209061777";"Waasmunsterbrug - Mirabrug (Durme4)";"TOT";"99"
"IV2013071209131251";"Waasmunsterbrug - Mirabrug (Durme4)";"BH";"70"
"IV2013071209131251";"Waasmunsterbrug - Mirabrug (Durme4)";"KH";"50"
"IV2013071209131251";"Waasmunsterbrug - Mirabrug (Durme4)";"MO";"1"
"IV2013071209131251";"Waasmunsterbrug - Mirabrug (Durme4)";"SH";"4"
"IV2013071209131251";"Waasmunsterbrug - Mirabrug (Durme4)";"STR";"70"
"IV2013071209131251";"Waasmunsterbrug - Mirabrug (Durme4)";"TOT";"95"
"IV2013071209203965";"Rietsnijderij (Durme)";"KH";"90"
"IV2013071209203965";"Rietsnijderij (Durme)";"STR";"70"
"IV2013071209203965";"Rietsnijderij (Durme)";"TOT";"99"
"IV2013071209265749";"E17 - Waasmunsterbrug (Durme3)";"KH";"15"
"IV2013071209265749";"E17 - Waasmunsterbrug (Durme3)";"SH";"65"
"IV2013071209265749";"E17 - Waasmunsterbrug (Durme3)";"STR";"75"
"IV2013071209265749";"E17 - Waasmunsterbrug (Durme3)";"TOT";"99"
"IV2013071209335392";"E17 - Waasmunsterbrug (Durme3)";"AL";"1"
"IV2013071209335392";"E17 - Waasmunsterbrug (Durme3)";"KH";"70"
"IV2013071209335392";"E17 - Waasmunsterbrug (Durme3)";"SH";"35"
"IV2013071209335392";"E17 - Waasmunsterbrug (Durme3)";"STR";"70"
"IV2013071209335392";"E17 - Waasmunsterbrug (Durme3)";"TOT";"99"
"IV2013071209382214";"E17 - Waasmunsterbrug (Durme3)";"KH";"99"
"IV2013071209382214";"E17 - Waasmunsterbrug (Durme3)";"STR";"40"
"IV2013071209382214";"E17 - Waasmunsterbrug (Durme3)";"TOT";"100"
"IV2013071209425056";"Waasmunsterbrug - Mirabrug (Durme4)";"KH";"99"
"IV2013071209425056";"Waasmunsterbrug - Mirabrug (Durme4)";"STR";"60"
"IV2013071209425056";"Waasmunsterbrug - Mirabrug (Durme4)";"TOT";"100"
"IV2013071209463478";"Waasmunsterbrug - Mirabrug (Durme4)";"KH";"95"
"IV2013071209463478";"Waasmunsterbrug - Mirabrug (Durme4)";"STR";"50"
"IV2013071209463478";"Waasmunsterbrug - Mirabrug (Durme4)";"TOT";"99"
"IV2013071209553762";"Rupel - Zennegat (Dijle)";"AL";"1"
"IV2013071209553762";"Rupel - Zennegat (Dijle)";"KH";"75"
"IV2013071209553762";"Rupel - Zennegat (Dijle)";"STR";"40"
"IV2013071209553762";"Rupel - Zennegat (Dijle)";"TOT";"95"
"IV2013071210005438";"Rupel - Zennegat (Dijle)";"BH";"2"
"IV2013071210005438";"Rupel - Zennegat (Dijle)";"KH";"95"
"IV2013071210005438";"Rupel - Zennegat (Dijle)";"STR";"40"
"IV2013071210005438";"Rupel - Zennegat (Dijle)";"TOT";"99"
"IV2013071210080423";"Rupel - Zennegat (Dijle)";"KH";"5"
"IV2013071210080423";"Rupel - Zennegat (Dijle)";"MO";"1"
"IV2013071210080423";"Rupel - Zennegat (Dijle)";"SH";"70"
"IV2013071210080423";"Rupel - Zennegat (Dijle)";"STR";"75"
"IV2013071210080423";"Rupel - Zennegat (Dijle)";"TOT";"95"
"IV2013071210223587";"Rupel - Zennegat (Dijle)";"KH";"30"
"IV2013071210223587";"Rupel - Zennegat (Dijle)";"MO";"1"
"IV2013071210223587";"Rupel - Zennegat (Dijle)";"SH";"45"
"IV2013071210223587";"Rupel - Zennegat (Dijle)";"STR";"80"
"IV2013071210223587";"Rupel - Zennegat (Dijle)";"TOT";"99"
"IV2013071210285601";"Rupel - Zennegat (Dijle)";"BH";"25"
"IV2013071210285601";"Rupel - Zennegat (Dijle)";"KH";"90"
"IV2013071210285601";"Rupel - Zennegat (Dijle)";"SH";"2"
"IV2013071210285601";"Rupel - Zennegat (Dijle)";"STR";"80"
"IV2013071210285601";"Rupel - Zennegat (Dijle)";"TOT";"99"
"IV2013071210431717";"Zennegat - Brug Heffen (Zenne)";"AL";"1"
"IV2013071210431717";"Zennegat - Brug Heffen (Zenne)";"KH";"90"
"IV2013071210431717";"Zennegat - Brug Heffen (Zenne)";"MO";"1"
"IV2013071210431717";"Zennegat - Brug Heffen (Zenne)";"STR";"30"
"IV2013071210431717";"Zennegat - Brug Heffen (Zenne)";"TOT";"95"
"IV2013071210525824";"Zennegat - Brug Heffen (Zenne)";"AL";"8"
"IV2013071210525824";"Zennegat - Brug Heffen (Zenne)";"KH";"10"
"IV2013071210525824";"Zennegat - Brug Heffen (Zenne)";"STR";"5"
"IV2013071210525824";"Zennegat - Brug Heffen (Zenne)";"TOT";"20"
"IV2013071211051596";"Zennegat - Brug Heffen (Zenne)";"AL";"1"
"IV2013071211051596";"Zennegat - Brug Heffen (Zenne)";"KH";"20"
"IV2013071211051596";"Zennegat - Brug Heffen (Zenne)";"STR";"10"
"IV2013071211051596";"Zennegat - Brug Heffen (Zenne)";"TOT";"30"
"IV2013071211103359";"Zennegat - Brug Heffen (Zenne)";"AL";"1"
"IV2013071211103359";"Zennegat - Brug Heffen (Zenne)";"KH";"75"
"IV2013071211103359";"Zennegat - Brug Heffen (Zenne)";"STR";"50"
"IV2013071211103359";"Zennegat - Brug Heffen (Zenne)";"TOT";"95"
"IV2013071211223652";"Rupel - E19 (Grote Nete)";"BH";"45"
"IV2013071211223652";"Rupel - E19 (Grote Nete)";"KH";"35"
"IV2013071211223652";"Rupel - E19 (Grote Nete)";"MO";"1"
"IV2013071211223652";"Rupel - E19 (Grote Nete)";"SH";"30"
"IV2013071211223652";"Rupel - E19 (Grote Nete)";"STR";"60"
"IV2013071211223652";"Rupel - E19 (Grote Nete)";"TOT";"99"
"IV2013071211315036";"Rupel - E19 (Grote Nete)";"BH";"35"
"IV2013071211315036";"Rupel - E19 (Grote Nete)";"KH";"60"
"IV2013071211315036";"Rupel - E19 (Grote Nete)";"MO";"1"
"IV2013071211315036";"Rupel - E19 (Grote Nete)";"SH";"15"
"IV2013071211315036";"Rupel - E19 (Grote Nete)";"STR";"80"
"IV2013071211315036";"Rupel - E19 (Grote Nete)";"TOT";"95"
"IV2013071211463307";"Rupel - Zennegat (Dijle)";"BH";"65"
"IV2013071211463307";"Rupel - Zennegat (Dijle)";"KH";"20"
"IV2013071211463307";"Rupel - Zennegat (Dijle)";"MO";"1"
"IV2013071211463307";"Rupel - Zennegat (Dijle)";"SH";"5"
"IV2013071211463307";"Rupel - Zennegat (Dijle)";"STR";"80"
"IV2013071211463307";"Rupel - Zennegat (Dijle)";"TOT";"99"
"IV2013071211495143";"Rupel - Zennegat (Dijle)";"KH";"75"
"IV2013071211495143";"Rupel - Zennegat (Dijle)";"SH";"35"
"IV2013071211495143";"Rupel - Zennegat (Dijle)";"STR";"90"
"IV2013071211495143";"Rupel - Zennegat (Dijle)";"TOT";"99"
"IV2013071211542383";"Rupel - Zennegat (Dijle)";"AL";"1"
"IV2013071211542383";"Rupel - Zennegat (Dijle)";"BH";"60"
"IV2013071211542383";"Rupel - Zennegat (Dijle)";"KH";"15"
"IV2013071211542383";"Rupel - Zennegat (Dijle)";"MO";"1"
"IV2013071211542383";"Rupel - Zennegat (Dijle)";"STR";"80"
"IV2013071211542383";"Rupel - Zennegat (Dijle)";"TOT";"99"
"IV2013071212001116";"Rupel - E19 (Grote Nete)";"KH";"60"
"IV2013071212001116";"Rupel - E19 (Grote Nete)";"SH";"35"
"IV2013071212001116";"Rupel - E19 (Grote Nete)";"STR";"40"
"IV2013071212001116";"Rupel - E19 (Grote Nete)";"TOT";"90"
"IV2013071212024959";"Zennegat - Brug Heffen (Zenne)";"KH";"70"
"IV2013071212024959";"Zennegat - Brug Heffen (Zenne)";"STR";"20"
"IV2013071212024959";"Zennegat - Brug Heffen (Zenne)";"TOT";"80"
"IV2013071212071215";"Zennegat - Brug Heffen (Zenne)";"AL";"1"
"IV2013071212071215";"Zennegat - Brug Heffen (Zenne)";"KH";"60"
"IV2013071212071215";"Zennegat - Brug Heffen (Zenne)";"STR";"20"
"IV2013071212071215";"Zennegat - Brug Heffen (Zenne)";"TOT";"75"
"IV2013071212093964";"Zennegat - Brug Heffen (Zenne)";"KH";"80"
"IV2013071212093964";"Zennegat - Brug Heffen (Zenne)";"STR";"50"
"IV2013071212093964";"Zennegat - Brug Heffen (Zenne)";"TOT";"95"
"IV2013071212162404";"Brug Heffen - Brug Hombeek (Zenne)";"AL";"1"
"IV2013071212162404";"Brug Heffen - Brug Hombeek (Zenne)";"KH";"60"
"IV2013071212162404";"Brug Heffen - Brug Hombeek (Zenne)";"STR";"40"
"IV2013071212162404";"Brug Heffen - Brug Hombeek (Zenne)";"TOT";"85"
"IV2013071212214188";"Brug Heffen - Brug Hombeek (Zenne)";"KH";"60"
"IV2013071212214188";"Brug Heffen - Brug Hombeek (Zenne)";"STR";"20"
"IV2013071212214188";"Brug Heffen - Brug Hombeek (Zenne)";"TOT";"80"
"IV2013071212252337";"Brug Heffen - Brug Hombeek (Zenne)";"KH";"90"
"IV2013071212252337";"Brug Heffen - Brug Hombeek (Zenne)";"STR";"60"
"IV2013071212252337";"Brug Heffen - Brug Hombeek (Zenne)";"TOT";"99"
"IV2013071212295962";"Zennegat - E19 (Dijle)";"AL";"2"
"IV2013071212295962";"Zennegat - E19 (Dijle)";"KH";"25"
"IV2013071212295962";"Zennegat - E19 (Dijle)";"STR";"15"
"IV2013071212295962";"Zennegat - E19 (Dijle)";"TOT";"40"
"IV2013071212440701";"Zennegat - E19 (Dijle)";"KH";"55"
"IV2013071212440701";"Zennegat - E19 (Dijle)";"STR";"10"
"IV2013071212440701";"Zennegat - E19 (Dijle)";"TOT";"60"
"IV2013071212482673";"Zennegat - E19 (Dijle)";"KH";"80"
"IV2013071212482673";"Zennegat - E19 (Dijle)";"STR";"70"
"IV2013071212482673";"Zennegat - E19 (Dijle)";"TOT";"99"
"IV2013071212524520";"Zennegat - E19 (Dijle)";"KH";"85"
"IV2013071212524520";"Zennegat - E19 (Dijle)";"STR";"75"
"IV2013071212524520";"Zennegat - E19 (Dijle)";"TOT";"99"
"IV2013071212583915";"Rupel - E19 (Grote Nete)";"AL";"5"
"IV2013071212583915";"Rupel - E19 (Grote Nete)";"KH";"50"
"IV2013071212583915";"Rupel - E19 (Grote Nete)";"STR";"50"
"IV2013071212583915";"Rupel - E19 (Grote Nete)";"TOT";"99"
"IV2013071213084332";"Rupel - E19 (Grote Nete)";"AL";"5"
"IV2013071213084332";"Rupel - E19 (Grote Nete)";"KH";"70"
"IV2013071213084332";"Rupel - E19 (Grote Nete)";"STR";"30"
"IV2013071213084332";"Rupel - E19 (Grote Nete)";"TOT";"95"
"IV2013071213510269";"Rupel - E19 (Grote Nete)";"KH";"80"
"IV2013071213510269";"Rupel - E19 (Grote Nete)";"STR";"50"
"IV2013071213510269";"Rupel - E19 (Grote Nete)";"TOT";"85"
"IV2013071213523496";"Rupel - E19 (Grote Nete)";"KH";"90"
"IV2013071213523496";"Rupel - E19 (Grote Nete)";"STR";"70"
"IV2013071213523496";"Rupel - E19 (Grote Nete)";"TOT";"99"
"IV2013071213585406";"Rupel - E19 (Grote Nete)";"AL";"1"
"IV2013071213585406";"Rupel - E19 (Grote Nete)";"KH";"85"
"IV2013071213585406";"Rupel - E19 (Grote Nete)";"STR";"70"
"IV2013071213585406";"Rupel - E19 (Grote Nete)";"TOT";"99"
"IV2013071214031440";"Rupel - E19 (Grote Nete)";"AL";"4"
"IV2013071214031440";"Rupel - E19 (Grote Nete)";"KH";"10"
"IV2013071214031440";"Rupel - E19 (Grote Nete)";"STR";"7"
"IV2013071214031440";"Rupel - E19 (Grote Nete)";"TOT";"20"
"IV2013071214055359";"Rupel - E19 (Grote Nete)";"KH";"40"
"IV2013071214055359";"Rupel - E19 (Grote Nete)";"STR";"10"
"IV2013071214055359";"Rupel - E19 (Grote Nete)";"TOT";"50"
"IV2013071214090049";"E19 - Brug Duffel (Grote Nete)";"KH";"95"
"IV2013071214090049";"E19 - Brug Duffel (Grote Nete)";"STR";"80"
"IV2013071214090049";"E19 - Brug Duffel (Grote Nete)";"TOT";"99"
"IV2013071214110851";"E19 - Brug Duffel (Grote Nete)";"KH";"95"
"IV2013071214110851";"E19 - Brug Duffel (Grote Nete)";"STR";"80"
"IV2013071214110851";"E19 - Brug Duffel (Grote Nete)";"TOT";"99"
"IV2013071214142019";"Rupel - E19 (Grote Nete)";"AL";"2"
"IV2013071214142019";"Rupel - E19 (Grote Nete)";"KH";"35"
"IV2013071214142019";"Rupel - E19 (Grote Nete)";"STR";"4"
"IV2013071214142019";"Rupel - E19 (Grote Nete)";"TOT";"40"
"IV2013071214240759";"E19 - Brug Duffel (Grote Nete)";"AL";"1"
"IV2013071214240759";"E19 - Brug Duffel (Grote Nete)";"KH";"40"
"IV2013071214240759";"E19 - Brug Duffel (Grote Nete)";"STR";"15"
"IV2013071214240759";"E19 - Brug Duffel (Grote Nete)";"TOT";"45"
"IV2013071214332415";"E19 - Brug Duffel (Grote Nete)";"AL";"1"
"IV2013071214332415";"E19 - Brug Duffel (Grote Nete)";"KH";"90"
"IV2013071214332415";"E19 - Brug Duffel (Grote Nete)";"MO";"1"
"IV2013071214332415";"E19 - Brug Duffel (Grote Nete)";"STR";"15"
"IV2013071214332415";"E19 - Brug Duffel (Grote Nete)";"TOT";"99"
"IV2013071214385494";"E19 - Brug Duffel (Grote Nete)";"KH";"90"
"IV2013071214385494";"E19 - Brug Duffel (Grote Nete)";"STR";"50"
"IV2013071214385494";"E19 - Brug Duffel (Grote Nete)";"TOT";"99"
"IV2013071214450653";"E19 - Brug Duffel (Grote Nete)";"AL";"1"
"IV2013071214450653";"E19 - Brug Duffel (Grote Nete)";"KH";"40"
"IV2013071214450653";"E19 - Brug Duffel (Grote Nete)";"STR";"10"
"IV2013071214450653";"E19 - Brug Duffel (Grote Nete)";"TOT";"50"
"IV2013071214502325";"Brug Duffel - R16 Lier (Grote Nete)";"AL";"15"
"IV2013071214502325";"Brug Duffel - R16 Lier (Grote Nete)";"KH";"65"
"IV2013071214502325";"Brug Duffel - R16 Lier (Grote Nete)";"STR";"30"
"IV2013071214502325";"Brug Duffel - R16 Lier (Grote Nete)";"TOT";"99"
"IV2013071214552444";"Brug Duffel - R16 Lier (Grote Nete)";"AL";"1"
"IV2013071214552444";"Brug Duffel - R16 Lier (Grote Nete)";"KH";"80"
"IV2013071214552444";"Brug Duffel - R16 Lier (Grote Nete)";"MO";"1"
"IV2013071214552444";"Brug Duffel - R16 Lier (Grote Nete)";"STR";"50"
"IV2013071214552444";"Brug Duffel - R16 Lier (Grote Nete)";"TOT";"95"
"IV2013071215005202";"Brug Duffel - R16 Lier (Grote Nete)";"AL";"1"
"IV2013071215005202";"Brug Duffel - R16 Lier (Grote Nete)";"KH";"90"
"IV2013071215005202";"Brug Duffel - R16 Lier (Grote Nete)";"STR";"80"
"IV2013071215005202";"Brug Duffel - R16 Lier (Grote Nete)";"TOT";"99"
"IV2013101411571056";"Potpolder Lillo (NOP) (Schelde)";"AL";"1"
"IV2013101411571056";"Potpolder Lillo (NOP) (Schelde)";"KH";"1"
"IV2013101411571056";"Potpolder Lillo (NOP) (Schelde)";"TOT";"1"
"IV2013101412094567";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101412124411";"Potpolder Lillo (NOP) (Schelde)";"AL";"1"
"IV2013101412124411";"Potpolder Lillo (NOP) (Schelde)";"TOT";"1"
"IV2013101412215753";"Potpolder Lillo (NOP) (Schelde)";"AL";"37"
"IV2013101412215753";"Potpolder Lillo (NOP) (Schelde)";"KH";"1"
"IV2013101412215753";"Potpolder Lillo (NOP) (Schelde)";"TOT";"37"
"IV2013101412250708";"Potpolder Lillo (NOP) (Schelde)";"AL";"17"
"IV2013101412250708";"Potpolder Lillo (NOP) (Schelde)";"KH";"2"
"IV2013101412274167";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101412284780";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101412325096";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101412334860";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101412352991";"Potpolder Lillo (NOP) (Schelde)";"AL";"1"
"IV2013101412352991";"Potpolder Lillo (NOP) (Schelde)";"TOT";"1"
"IV2013101412401740";"Potpolder Lillo (NOP) (Schelde)";"AL";"20"
"IV2013101412401740";"Potpolder Lillo (NOP) (Schelde)";"TOT";"20"
"IV2013101412450936";"Potpolder Lillo (NOP) (Schelde)";"AL";"17"
"IV2013101412450936";"Potpolder Lillo (NOP) (Schelde)";"KH";"1"
"IV2013101412450936";"Potpolder Lillo (NOP) (Schelde)";"TOT";"17"
"IV2013101412473922";"Potpolder Lillo (NOP) (Schelde)";"AL";"20"
"IV2013101412473922";"Potpolder Lillo (NOP) (Schelde)";"TOT";"20"
"IV2013101412493639";"Potpolder Lillo (NOP) (Schelde)";"AL";"27"
"IV2013101412493639";"Potpolder Lillo (NOP) (Schelde)";"STR";"1"
"IV2013101412493639";"Potpolder Lillo (NOP) (Schelde)";"TOT";"27"
"IV2013101412510543";"Potpolder Lillo (NOP) (Schelde)";"AL";"22"
"IV2013101412510543";"Potpolder Lillo (NOP) (Schelde)";"TOT";"22"
"IV2013101412524574";"Potpolder Lillo (NOP) (Schelde)";"AL";"32"
"IV2013101412524574";"Potpolder Lillo (NOP) (Schelde)";"TOT";"32"
"IV2013101412551687";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101412563839";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101412583188";"Potpolder Lillo (NOP) (Schelde)";"AL";"2"
"IV2013101412583188";"Potpolder Lillo (NOP) (Schelde)";"TOT";"2"
"IV2013101412593895";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101413012381";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101413021951";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013101413532478";"Potpolder Lillo (NOP) (Schelde)";"TOT";"0"
"IV2013112012335764";"Scheldeschoor (Schelde)";"KH";"90"
"IV2013112012335764";"Scheldeschoor (Schelde)";"SH";"17"
"IV2013112012335764";"Scheldeschoor (Schelde)";"STR";"70"
"IV2013112012335764";"Scheldeschoor (Schelde)";"TOT";"100"
"IV2013112013391754";"Brede Schoren (Schelde)";"BH";"30"
"IV2013112013391754";"Brede Schoren (Schelde)";"KH";"85"
"IV2013112013391754";"Brede Schoren (Schelde)";"SH";"1"
"IV2013112013391754";"Brede Schoren (Schelde)";"STR";"40"
"IV2013112013391754";"Brede Schoren (Schelde)";"TOT";"99"
"IV2013112014051359";"Konkelschoor (Schelde)";"KH";"100"
"IV2013112014051359";"Konkelschoor (Schelde)";"STR";"90"
"IV2013112014051359";"Konkelschoor (Schelde)";"TOT";"100"
"IV2013112014075662";"Konkelschoor (Schelde)";"KH";"95"
"IV2013112014075662";"Konkelschoor (Schelde)";"STR";"75"
"IV2013112014075662";"Konkelschoor (Schelde)";"TOT";"100"
"IV2013112014180740";"Konkelschoor (Schelde)";"KH";"99"
"IV2013112014180740";"Konkelschoor (Schelde)";"STR";"60"
"IV2013112014180740";"Konkelschoor (Schelde)";"TOT";"100"
"IV2013112014252162";"Brede Schoren (Schelde)";"KH";"95"
"IV2013112014252162";"Brede Schoren (Schelde)";"STR";"70"
"IV2013112014252162";"Brede Schoren (Schelde)";"TOT";"100"
"IV2013112014321005";"Brede Schoren (Schelde)";"KH";"90"
"IV2013112014321005";"Brede Schoren (Schelde)";"SH";"10"
"IV2013112014321005";"Brede Schoren (Schelde)";"STR";"70"
"IV2013112014321005";"Brede Schoren (Schelde)";"TOT";"99"
"IV2013112015024521";"Brede Schoren (Schelde)";"KH";"95"
"IV2013112015024521";"Brede Schoren (Schelde)";"SH";"5"
"IV2013112015024521";"Brede Schoren (Schelde)";"STR";"50"
"IV2013112015024521";"Brede Schoren (Schelde)";"TOT";"100"
"IV2013112015053253";"Schor van Zele (Schelde)";"AL";"1"
"IV2013112015053253";"Schor van Zele (Schelde)";"BH";"5"
"IV2013112015053253";"Schor van Zele (Schelde)";"KH";"40"
"IV2013112015053253";"Schor van Zele (Schelde)";"SH";"55"
"IV2013112015053253";"Schor van Zele (Schelde)";"STR";"60"
"IV2013112015053253";"Schor van Zele (Schelde)";"TOT";"85"
"IV2013112015410875";"Schor van Zele (Schelde)";"KH";"90"
"IV2013112015410875";"Schor van Zele (Schelde)";"MO";"1"
"IV2013112015410875";"Schor van Zele (Schelde)";"SH";"22"
"IV2013112015410875";"Schor van Zele (Schelde)";"STR";"80"
"IV2013112015410875";"Schor van Zele (Schelde)";"TOT";"99"
"IV2013112015462691";"Schor van Zele (Schelde)";"BH";"30"
"IV2013112015462691";"Schor van Zele (Schelde)";"KH";"65"
"IV2013112015462691";"Schor van Zele (Schelde)";"SH";"30"
"IV2013112015462691";"Schor van Zele (Schelde)";"STR";"30"
"IV2013112015462691";"Schor van Zele (Schelde)";"TOT";"95"
"IV2013112016153156";"Schor van Zele (Schelde)";"AL";"1"
"IV2013112016153156";"Schor van Zele (Schelde)";"BH";"35"
"IV2013112016153156";"Schor van Zele (Schelde)";"KH";"75"
"IV2013112016153156";"Schor van Zele (Schelde)";"MO";"2"
"IV2013112016153156";"Schor van Zele (Schelde)";"STR";"20"
"IV2013112016223231";"Schor van Zele (Schelde)";"BH";"50"
"IV2013112016223231";"Schor van Zele (Schelde)";"KH";"65"
"IV2013112016223231";"Schor van Zele (Schelde)";"MO";"1"
"IV2013112016223231";"Schor van Zele (Schelde)";"SH";"15"
"IV2013112016223231";"Schor van Zele (Schelde)";"STR";"50"
"IV2013112016223231";"Schor van Zele (Schelde)";"TOT";"95"
"IV2013112510294627";"Nieuw schor van Appels (Schelde)";"KH";"95"
"IV2013112510294627";"Nieuw schor van Appels (Schelde)";"SH";"2"
"IV2013112510294627";"Nieuw schor van Appels (Schelde)";"STR";"50"
"IV2013112510294627";"Nieuw schor van Appels (Schelde)";"TOT";"99"
"IV2013112510363066";"Nieuw schor van Appels (Schelde)";"KH";"85"
"IV2013112510363066";"Nieuw schor van Appels (Schelde)";"SH";"25"
"IV2013112510363066";"Nieuw schor van Appels (Schelde)";"STR";"50"
"IV2013112510363066";"Nieuw schor van Appels (Schelde)";"TOT";"100"
"IV2013112510372455";"Pottelbergschor (Schelde)";"KH";"99"
"IV2013112510372455";"Pottelbergschor (Schelde)";"STR";"80"
"IV2013112510372455";"Pottelbergschor (Schelde)";"TOT";"100"
"IV2013112510405905";"Pottelbergschor (Schelde)";"KH";"99"
"IV2013112510405905";"Pottelbergschor (Schelde)";"STR";"80"
"IV2013112510405905";"Pottelbergschor (Schelde)";"TOT";"100"
"IV2013112510481962";"Appelschor (Schelde)";"BH";"30"
"IV2013112510481962";"Appelschor (Schelde)";"KH";"75"
"IV2013112510481962";"Appelschor (Schelde)";"SH";"45"
"IV2013112510481962";"Appelschor (Schelde)";"STR";"80"
"IV2013112510481962";"Appelschor (Schelde)";"TOT";"99"
"IV2013112510491349";"Appelschor (Schelde)";"AL";"1"
"IV2013112510491349";"Appelschor (Schelde)";"BH";"10"
"IV2013112510491349";"Appelschor (Schelde)";"KH";"80"
"IV2013112510491349";"Appelschor (Schelde)";"MO";"1"
"IV2013112510491349";"Appelschor (Schelde)";"SH";"35"
"IV2013112510491349";"Appelschor (Schelde)";"STR";"75"
"IV2013112510491349";"Appelschor (Schelde)";"TOT";"98"
"IV2013112511065032";"Schor van Zele (Schelde)";"AL";"2"
"IV2013112511065032";"Schor van Zele (Schelde)";"BH";"7"
"IV2013112511065032";"Schor van Zele (Schelde)";"KH";"65"
"IV2013112511065032";"Schor van Zele (Schelde)";"MO";"2"
"IV2013112511065032";"Schor van Zele (Schelde)";"STR";"2"
"IV2013112511065032";"Schor van Zele (Schelde)";"TOT";"90"
"IV2013112511473957";"Schor van Vlassenbroek O (Schelde)";"KH";"99"
"IV2013112511473957";"Schor van Vlassenbroek O (Schelde)";"STR";"70"
"IV2013112511473957";"Schor van Vlassenbroek O (Schelde)";"TOT";"100"
"IV2013112512071698";"Schor van Vlassenbroek W (Schelde)";"BH";"2"
"IV2013112512071698";"Schor van Vlassenbroek W (Schelde)";"KH";"90"
"IV2013112512071698";"Schor van Vlassenbroek W (Schelde)";"SH";"1"
"IV2013112512071698";"Schor van Vlassenbroek W (Schelde)";"STR";"60"
"IV2013112512071698";"Schor van Vlassenbroek W (Schelde)";"TOT";"99"
"IV2013112512115854";"Schor van Vlassenbroek W (Schelde)";"KH";"9"
"IV2013112512115854";"Schor van Vlassenbroek W (Schelde)";"SH";"7"
"IV2013112512115854";"Schor van Vlassenbroek W (Schelde)";"STR";"40"
"IV2013112512115854";"Schor van Vlassenbroek W (Schelde)";"TOT";"99"
"IV2013112512142675";"Schor van Vlassenbroek W (Schelde)";"BH";"35"
"IV2013112512142675";"Schor van Vlassenbroek W (Schelde)";"KH";"65"
"IV2013112512142675";"Schor van Vlassenbroek W (Schelde)";"SH";"40"
"IV2013112512142675";"Schor van Vlassenbroek W (Schelde)";"STR";"50"
"IV2013112512142675";"Schor van Vlassenbroek W (Schelde)";"TOT";"99"
"IV2013112512233871";"Schor van Vlassenbroek O (Schelde)";"KH";"100"
"IV2013112512233871";"Schor van Vlassenbroek O (Schelde)";"STR";"80"
"IV2013112512233871";"Schor van Vlassenbroek O (Schelde)";"TOT";"100"
"IV2013112512261571";"Schor van Vlassenbroek O (Schelde)";"KH";"100"
"IV2013112512261571";"Schor van Vlassenbroek O (Schelde)";"SH";"4"
"IV2013112512261571";"Schor van Vlassenbroek O (Schelde)";"STR";"70"
"IV2013112512261571";"Schor van Vlassenbroek O (Schelde)";"TOT";"100"
"IV2013112512333257";"Schor van Vlassenbroek O (Schelde)";"AL";"1"
"IV2013112512333257";"Schor van Vlassenbroek O (Schelde)";"KH";"95"
"IV2013112512333257";"Schor van Vlassenbroek O (Schelde)";"SH";"2"
"IV2013112512333257";"Schor van Vlassenbroek O (Schelde)";"STR";"60"
"IV2013112512333257";"Schor van Vlassenbroek O (Schelde)";"TOT";"99"
"IV2013112512441623";"Schor van Vlassenbroek O (Schelde)";"BH";"75"
"IV2013112512441623";"Schor van Vlassenbroek O (Schelde)";"KH";"40"
"IV2013112512441623";"Schor van Vlassenbroek O (Schelde)";"MO";"1"
"IV2013112512441623";"Schor van Vlassenbroek O (Schelde)";"SH";"10"
"IV2013112512441623";"Schor van Vlassenbroek O (Schelde)";"STR";"70"
"IV2013112512441623";"Schor van Vlassenbroek O (Schelde)";"TOT";"99"
"IV2013112513461255";"Schor van Vlassenbroek O (Schelde)";"KH";"95"
